words;29;0.07125307125307126
word;21;0.051597051597051594
std;18;0.044226044226044224
number;17;0.04176904176904177
file;16;0.03931203931203931
in;16;0.03931203931203931
statistics;16;0.03931203931203931
symbol;13;0.03194103194103194
current;12;0.029484029484029485
it;11;0.02702702702702703
const;10;0.02457002457002457
int;10;0.02457002457002457
map;10;0.02457002457002457
and;9;0.022113022113022112
include;8;0.019656019656019656
input;8;0.019656019656019656
output;8;0.019656019656019656
sort;8;0.019656019656019656
fin;7;0.0171990171990172
fout;7;0.0171990171990172
string;7;0.0171990171990172
all;6;0.014742014742014743
of;6;0.014742014742014743
0;5;0.012285012285012284
get;5;0.012285012285012284
i;5;0.012285012285012284
or;5;0.012285012285012284
return;5;0.012285012285012284
data;4;0.009828009828009828
line;4;0.009828009828009828
x;4;0.009828009828009828
a;3;0.007371007371007371
add;3;0.007371007371007371
argv;3;0.007371007371007371
auto;3;0.007371007371007371
begin;3;0.007371007371007371
char;3;0.007371007371007371
class;3;0.007371007371007371
end;3;0.007371007371007371
if;3;0.007371007371007371
ifstream;3;0.007371007371007371
ofstream;3;0.007371007371007371
private;3;0.007371007371007371
public;3;0.007371007371007371
void;3;0.007371007371007371
b;2;0.004914004914004914
clear;2;0.004914004914004914
cmp;2;0.004914004914004914
digit;2;0.004914004914004914
double;2;0.004914004914004914
empty;2;0.004914004914004914
erase;2;0.004914004914004914
for;2;0.004914004914004914
is;2;0.004914004914004914
letter;2;0.004914004914004914
unsigned;2;0.004914004914004914
vector;2;0.004914004914004914
while;2;0.004914004914004914
1;1;0.002457002457002457
192;1;0.002457002457002457
2;1;0.002457002457002457
255;1;0.002457002457002457
9;1;0.002457002457002457
A;1;0.002457002457002457
ALL;1;0.002457002457002457
LC;1;0.002457002457002457
Russian;1;0.002457002457002457
Z;1;0.002457002457002457
algorithm;1;0.002457002457002457
argc;1;0.002457002457002457
back;1;0.002457002457002457
bool;1;0.002457002457002457
else;1;0.002457002457002457
endl;1;0.002457002457002457
first;1;0.002457002457002457
fstream;1;0.002457002457002457
functional;1;0.002457002457002457
getline;1;0.002457002457002457
iostream;1;0.002457002457002457
length;1;0.002457002457002457
main;1;0.002457002457002457
push;1;0.002457002457002457
second;1;0.002457002457002457
setlocale;1;0.002457002457002457
struct;1;0.002457002457002457
utility;1;0.002457002457002457
z;1;0.002457002457002457
